StyleNumber,ProductName,ImagePath,ImagePath2,ImagePath3,ProductDescription,MetalType,MetalColor,WholeSaleBasePrice,Gender,Categories,Collections,Weight,IsImageFromURL,PriceType
14KW7B11U-P,7 mm wide Beveled with Center Accent Groove 14K White Gold band.,https://assets.lashbrookdesigns.com/rings/profiles/B11U/widths/7/ring_materials/14KW/images/1?ring_finish=POLISH%2CSATIN%2CPOLISH&finish_type=AFS&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/B11U/widths/7/ring_materials/14KW/images/2?ring_finish=POLISH%2CSATIN%2CPOLISH&finish_type=AFS&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/B11U/widths/7/ring_materials/14KW/images/3?ring_finish=POLISH%2CSATIN%2CPOLISH&finish_type=AFS&weight=P&size=10&feature_group=N,7 mm wide Beveled with Center Accent Groove 14K White Gold band.,14K Gold,White,1030,Unisex,Men's Wedding Rings,Wedding Band,11.437,1,2
14KW7FGEW2UMIL-P,7 mm wide Flat Stepped Edges Milgrain 14K White Gold band.,https://assets.lashbrookdesigns.com/rings/profiles/FGEW2UMIL/widths/7/ring_materials/14KW/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/FGEW2UMIL/widths/7/ring_materials/14KW/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/FGEW2UMIL/widths/7/ring_materials/14KW/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N,7 mm wide Flat Stepped Edges Milgrain 14K White Gold band.,14K Gold,White,1047,Unisex,Men's Wedding Rings,Wedding Band,11.64,1,2
14KW8F2S-P,8 mm wide Flat Double Stepped Edges 14K White Gold band.,https://assets.lashbrookdesigns.com/rings/profiles/F2S/widths/8/ring_materials/14KW/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/F2S/widths/8/ring_materials/14KW/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/F2S/widths/8/ring_materials/14KW/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N,8 mm wide Flat Double Stepped Edges 14K White Gold band.,14K Gold,White,1105,Unisex,Men's Wedding Rings,Wedding Band,12.332,1,2
14KRPF7D15/ZIRCONIUM,7 mm wide/Domed/14K Rose Gold band with one 5 mm Centered inlay of Zirconium.,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/PF14KR/images/1?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=15-N&grooves=15-N_ZIRCONIUM_SATIN,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/PF14KR/images/2?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=15-N&grooves=15-N_ZIRCONIUM_SATIN,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/PF14KR/images/3?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=15-N&grooves=15-N_ZIRCONIUM_SATIN,7 mm wide/Domed/14K Rose Gold band with one 5 mm Centered inlay of Zirconium.,14K Gold,Rose,1289,Unisex,Men's Wedding Rings,Wedding Band,11.37,1,2
14KW8HBBEVELETERNITYSAPP.01BEAD-P,8 mm wide/High Bevel/14K White Gold band with a Bevel Eternity arrangement of .01 carat Round Sapphire stones in a Bead setting.,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/14KW/images/1?ring_finish=DISTRESSED%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=BEVELETERNITY-N_ROUND_SAPP_.01_BEAD,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/14KW/images/2?ring_finish=DISTRESSED%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=BEVELETERNITY-N_ROUND_SAPP_.01_BEAD,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/14KW/images/3?ring_finish=DISTRESSED%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=BEVELETERNITY-N_ROUND_SAPP_.01_BEAD,8 mm wide/High Bevel/14K White Gold band with a Bevel Eternity arrangement of .01 carat Round Sapphire stones in a Bead setting.,14K Gold,White,2409,Unisex,Men's Wedding Rings,Wedding Band,13.203,1,2
14KW7FGEDIA.10F-P,"7 mm wide/Flat Grooved Edges/14K White Gold band with an  arrangement of 1, .1 carat Round Diamond stones in a Flush setting.",https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/7/ring_materials/14KW/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=1X-N_ROUND_DIA_.1_F,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/7/ring_materials/14KW/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=1X-N_ROUND_DIA_.1_F,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/7/ring_materials/14KW/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=1X-N_ROUND_DIA_.1_F,"7 mm wide/Flat Grooved Edges/14K White Gold band with an  arrangement of 1, .1 carat Round Diamond stones in a Flush setting.",14K Gold,White,1204,Unisex,Men's Wedding Rings,Wedding Band,11.401,1,2
TA7DGE,7 mm wide Domed Stepped Down Edges Tantalum band.,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/7/ring_materials/TA/images/1?ring_finish=ANGLESATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/7/ring_materials/TA/images/2?ring_finish=ANGLESATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/7/ring_materials/TA/images/3?ring_finish=ANGLESATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N,7 mm wide Domed Stepped Down Edges Tantalum band.,Tantalum,Tantalum,237,Unisex,Men's Wedding Rings,"Wedding Band, Tantalum",,1,2
14KR2FR-L,2 mm wide Flat 14K Rose Gold band.,https://assets.lashbrookdesigns.com/rings/profiles/FR/widths/2/ring_materials/14KR/images/1?ring_finish=HAMMER&finish_type=F&weight=L&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/FR/widths/2/ring_materials/14KR/images/2?ring_finish=HAMMER&finish_type=F&weight=L&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/FR/widths/2/ring_materials/14KR/images/3?ring_finish=HAMMER&finish_type=F&weight=L&size=10&feature_group=N,2 mm wide Flat 14K Rose Gold band.,14K Gold,Rose,284,Unisex,Men's Wedding Rings,Wedding Band,2.459,1,2
CCPF8B15(NS)/TANTALUM/MGA,8 mm wide/Beveled/Cobalt Chrome band with one 5 mm Centered inlay of Tantalum.,https://assets.lashbrookdesigns.com/rings/profiles/B-NS/widths/8/ring_materials/PFCC/images/1?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=15-N_MGA-CER-BLACK&grooves=15-N_TANTALUM_ROCK,https://assets.lashbrookdesigns.com/rings/profiles/B-NS/widths/8/ring_materials/PFCC/images/2?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=15-N_MGA-CER-BLACK&grooves=15-N_TANTALUM_ROCK,https://assets.lashbrookdesigns.com/rings/profiles/B-NS/widths/8/ring_materials/PFCC/images/3?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=15-N_MGA-CER-BLACK&grooves=15-N_TANTALUM_ROCK,8 mm wide/Beveled/Cobalt Chrome band with one 5 mm Centered inlay of Tantalum.,Cobalt Chrome,Cobalt Chrome,407,Unisex,Men's Wedding Rings,"Wedding Band, Cobalt Chrome",,1,2
14KRSLEEVETA8HB,8 mm wide High Bevel Tantalum band featuring a 14K Rose Gold sleeve.,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/TA/images/1?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=N&sleeve=14KR,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/TA/images/2?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=N&sleeve=14KR,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/TA/images/3?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=N&sleeve=14KR,8 mm wide High Bevel Tantalum band featuring a 14K Rose Gold sleeve.,Tantalum,Tantalum,713,Unisex,Men's Wedding Rings,"Wedding Band, Tantalum",5.281,1,2
D8DBMARBLE,8 mm wide Domed Bevel Marble band featuring White cerakote.,https://assets.lashbrookdesigns.com/rings/profiles/DB/widths/8/ring_materials/D-MARBLE/images/1?ring_finish=POLISH&finish_type=F&size=10&feature_group=A%2CN&all_cerakote=WHITE,https://assets.lashbrookdesigns.com/rings/profiles/DB/widths/8/ring_materials/D-MARBLE/images/2?ring_finish=POLISH&finish_type=F&size=10&feature_group=A%2CN&all_cerakote=WHITE,https://assets.lashbrookdesigns.com/rings/profiles/DB/widths/8/ring_materials/D-MARBLE/images/3?ring_finish=POLISH&finish_type=F&size=10&feature_group=A%2CN&all_cerakote=WHITE,8 mm wide Domed Bevel Marble band featuring White cerakote.,Damascus,Damascus,321,Unisex,Men's Wedding Rings,"Wedding Band, Damascus",,1,2
ZPF8B16(NS)/TANTALUM11/A,8 mm wide/Beveled/Zirconium band featuring inlays of Tantalum and Polar Blue.,https://assets.lashbrookdesigns.com/rings/profiles/B-NS/widths/8/ring_materials/PFZ/images/1?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CG&groove_group=16-N%2C11-N&grooves=16-N_TANTALUM_SATIN%2C11-N_CER-POLARBLUE,https://assets.lashbrookdesigns.com/rings/profiles/B-NS/widths/8/ring_materials/PFZ/images/2?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CG&groove_group=16-N%2C11-N&grooves=16-N_TANTALUM_SATIN%2C11-N_CER-POLARBLUE,https://assets.lashbrookdesigns.com/rings/profiles/B-NS/widths/8/ring_materials/PFZ/images/3?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CG&groove_group=16-N%2C11-N&grooves=16-N_TANTALUM_SATIN%2C11-N_CER-POLARBLUE,8 mm wide/Beveled/Zirconium band featuring inlays of Tantalum and Polar Blue.,Zirconium,Zirconium,402,Unisex,Men's Wedding Rings,"Wedding Band, Zirconium",,1,2
TA8FR,8 mm wide Flat Tantalum band.,https://assets.lashbrookdesigns.com/rings/profiles/FR/widths/8/ring_materials/TA/images/1?ring_finish=STIPPLE&finish_type=F&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/FR/widths/8/ring_materials/TA/images/2?ring_finish=STIPPLE&finish_type=F&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/FR/widths/8/ring_materials/TA/images/3?ring_finish=STIPPLE&finish_type=F&size=10&feature_group=N,8 mm wide Flat Tantalum band.,Tantalum,Tantalum,237,Unisex,Men's Wedding Rings,"Wedding Band, Tantalum",,1,2
Z8FGE21EDGE/14KRHALFETERNITYBLKDIA.03BEAD,8 mm wide/Flat Grooved Edges/Zirconium band with a Half Eternity arrangement of .03 carat Round Black Diamond stones in a Bead setting and featuring two 1 mm Edge inlays of 14K Rose Gold,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/8/ring_materials/Z/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=D%2CG&groove_group=%2C21-EDGE&grooves=%2C21-EDGE_14KR_POLISH&gemstones=HALFETERNITY-N_ROUND_BLKDIA_.03_BEAD,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/8/ring_materials/Z/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=D%2CG&groove_group=%2C21-EDGE&grooves=%2C21-EDGE_14KR_POLISH&gemstones=HALFETERNITY-N_ROUND_BLKDIA_.03_BEAD,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/8/ring_materials/Z/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=D%2CG&groove_group=%2C21-EDGE&grooves=%2C21-EDGE_14KR_POLISH&gemstones=HALFETERNITY-N_ROUND_BLKDIA_.03_BEAD,8 mm wide/Flat Grooved Edges/Zirconium band with a Half Eternity arrangement of .03 carat Round Black Diamond stones in a Bead setting and featuring two 1 mm Edge inlays of 14K Rose Gold,Zirconium,Zirconium,771,Unisex,Men's Wedding Rings,"Wedding Band, Zirconium",,1,2
14KW8DGELATTICE-P,8 mm wide/Domed Stepped Down Edges/14K White Gold band with a machined Lattice pattern.,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/8/ring_materials/14KW/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=M%2CN&machine_pattern=LATTICE_14KW_COLOR_NONE,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/8/ring_materials/14KW/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=M%2CN&machine_pattern=LATTICE_14KW_COLOR_NONE,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/8/ring_materials/14KW/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=M%2CN&machine_pattern=LATTICE_14KW_COLOR_NONE,8 mm wide/Domed Stepped Down Edges/14K White Gold band with a machined Lattice pattern.,14K Gold,White,1114,Unisex,Men's Wedding Rings,Wedding Band,11.668,1,2
14KY8FFLATBRAID-P,8 mm wide/Flat/14K Yellow Gold band with a machined Flatbraid pattern.,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/8/ring_materials/14KY/images/1?ring_finish=SATIN&finish_type=F&weight=P&size=10&feature_group=M%2CN&machine_pattern=FLATBRAID_14KY_COLOR_NONE,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/8/ring_materials/14KY/images/2?ring_finish=SATIN&finish_type=F&weight=P&size=10&feature_group=M%2CN&machine_pattern=FLATBRAID_14KY_COLOR_NONE,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/8/ring_materials/14KY/images/3?ring_finish=SATIN&finish_type=F&weight=P&size=10&feature_group=M%2CN&machine_pattern=FLATBRAID_14KY_COLOR_NONE,8 mm wide/Flat/14K Yellow Gold band with a machined Flatbraid pattern.,14K Gold,Yellow,1253,Unisex,Men's Wedding Rings,Wedding Band,13.345,1,2
TA7FGE21EDGE/A,7 mm wide/Flat Grooved Edges/Tantalum band with two 1 mm Edge inlays of Crimson.,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/7/ring_materials/TA/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=21-EDGE&grooves=21-EDGE_CER-CRIMSON,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/7/ring_materials/TA/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=21-EDGE&grooves=21-EDGE_CER-CRIMSON,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/7/ring_materials/TA/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=21-EDGE&grooves=21-EDGE_CER-CRIMSON,7 mm wide/Flat Grooved Edges/Tantalum band with two 1 mm Edge inlays of Crimson.,Tantalum,Tantalum,257,Unisex,Men's Wedding Rings,"Wedding Band, Tantalum",,1,2
CC7D11OC/A,7 mm wide/Domed/Cobalt Chrome band with one 1 mm Off Center inlay of Black.,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/CC/images/1?ring_finish=BEAD%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=11-OC&grooves=11-OC_CER-BLACK,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/CC/images/2?ring_finish=BEAD%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=11-OC&grooves=11-OC_CER-BLACK,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/CC/images/3?ring_finish=BEAD%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=11-OC&grooves=11-OC_CER-BLACK,7 mm wide/Domed/Cobalt Chrome band with one 1 mm Off Center inlay of Black.,Cobalt Chrome,Cobalt Chrome,162,Unisex,Men's Wedding Rings,"Wedding Band, Cobalt Chrome",,1,2
TA8DGE,8 mm wide Domed Stepped Down Edges Tantalum band.,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/8/ring_materials/TA/images/1?ring_finish=ROCK%2CPOLISH&finish_type=FS&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/8/ring_materials/TA/images/2?ring_finish=ROCK%2CPOLISH&finish_type=FS&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/8/ring_materials/TA/images/3?ring_finish=ROCK%2CPOLISH&finish_type=FS&size=10&feature_group=N,8 mm wide Domed Stepped Down Edges Tantalum band.,Tantalum,Tantalum,237,Unisex,Men's Wedding Rings,"Wedding Band, Tantalum",,1,2
TA8FGE15/HARDWOOD,8 mm wide/Flat Grooved Edges/Tantalum band with one 5 mm Centered inlay of Walnut.,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/8/ring_materials/TA/images/1?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=15-N&grooves=15-N_HW-WALNUT,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/8/ring_materials/TA/images/2?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=15-N&grooves=15-N_HW-WALNUT,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/8/ring_materials/TA/images/3?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=15-N&grooves=15-N_HW-WALNUT,8 mm wide/Flat Grooved Edges/Tantalum band with one 5 mm Centered inlay of Walnut.,Tantalum,Tantalum,401,Unisex,Men's Wedding Rings,"Wedding Band, Tantalum",,1,2
CC7F14/METEORITE/MGA,7 mm wide/Flat/Cobalt Chrome band with one 4 mm Centered inlay of Meteorite.,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/7/ring_materials/CC/images/1?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=14-N_MGA-CER-BLACK&grooves=14-N_METEORITE,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/7/ring_materials/CC/images/2?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=14-N_MGA-CER-BLACK&grooves=14-N_METEORITE,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/7/ring_materials/CC/images/3?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=14-N_MGA-CER-BLACK&grooves=14-N_METEORITE,7 mm wide/Flat/Cobalt Chrome band with one 4 mm Centered inlay of Meteorite.,Cobalt Chrome,Cobalt Chrome,578,Unisex,Men's Wedding Rings,"Wedding Band, Cobalt Chrome",,1,2
CC9HB16/MOSAIC14/METEORITE,9 mm wide/High Bevel/Cobalt Chrome band featuring inlays of Dinosaur Bone Black and Meteorite.,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/9/ring_materials/CC/images/1?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CG&groove_group=16-N%2C14-N&grooves=16-N_MOSAIC-DINOSAURBONEBLACK%2C14-N_METEORITE,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/9/ring_materials/CC/images/2?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CG&groove_group=16-N%2C14-N&grooves=16-N_MOSAIC-DINOSAURBONEBLACK%2C14-N_METEORITE,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/9/ring_materials/CC/images/3?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CG&groove_group=16-N%2C14-N&grooves=16-N_MOSAIC-DINOSAURBONEBLACK%2C14-N_METEORITE,9 mm wide/High Bevel/Cobalt Chrome band featuring inlays of Dinosaur Bone Black and Meteorite.,Cobalt Chrome,Cobalt Chrome,692,Unisex,Men's Wedding Rings,"Wedding Band, Cobalt Chrome",,1,2
Z8F15/MOSAIC,8 mm wide/Flat/Zirconium band with one 5 mm Centered inlay of Dinosaur Bone Black.,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/8/ring_materials/Z/images/1?ring_finish=SATIN&finish_type=F&size=10&feature_group=G%2CN&groove_group=15-N&grooves=15-N_MOSAIC-DINOSAURBONEBLACK,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/8/ring_materials/Z/images/2?ring_finish=SATIN&finish_type=F&size=10&feature_group=G%2CN&groove_group=15-N&grooves=15-N_MOSAIC-DINOSAURBONEBLACK,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/8/ring_materials/Z/images/3?ring_finish=SATIN&finish_type=F&size=10&feature_group=G%2CN&groove_group=15-N&grooves=15-N_MOSAIC-DINOSAURBONEBLACK,8 mm wide/Flat/Zirconium band with one 5 mm Centered inlay of Dinosaur Bone Black.,Zirconium,Zirconium,296,Unisex,Men's Wedding Rings,"Wedding Band, Zirconium",,1,2
TA7D12/MOSAIC,7 mm wide/Domed/Tantalum band with one 2 mm Centered inlay of Lapis.,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/TA/images/1?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=12-N&grooves=12-N_MOSAIC-LAPIS,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/TA/images/2?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=12-N&grooves=12-N_MOSAIC-LAPIS,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/TA/images/3?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=12-N&grooves=12-N_MOSAIC-LAPIS,7 mm wide/Domed/Tantalum band with one 2 mm Centered inlay of Lapis.,Tantalum,Tantalum,377,Unisex,Men's Wedding Rings,"Wedding Band, Tantalum",,1,2
FORGEDCFSLEEVETA7D,7 mm wide Domed Tantalum band featuring a Forged Carbon Fiber sleeve.,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/TA/images/1?ring_finish=SAND&finish_type=F&size=10&feature_group=N&sleeve=FORGEDCF,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/TA/images/2?ring_finish=SAND&finish_type=F&size=10&feature_group=N&sleeve=FORGEDCF,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/TA/images/3?ring_finish=SAND&finish_type=F&size=10&feature_group=N&sleeve=FORGEDCF,7 mm wide Domed Tantalum band featuring a Forged Carbon Fiber sleeve.,Tantalum,Tantalum,373,Unisex,Men's Wedding Rings,"Wedding Band, Tantalum",,1,2
14KW7UC-P,7 mm wide Ultra Comfort (our most comfortable profile) 14K White Gold band.,https://assets.lashbrookdesigns.com/rings/profiles/UC/widths/7/ring_materials/14KW/images/1?ring_finish=POLISH&finish_type=F&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/UC/widths/7/ring_materials/14KW/images/2?ring_finish=POLISH&finish_type=F&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/UC/widths/7/ring_materials/14KW/images/3?ring_finish=POLISH&finish_type=F&weight=P&size=10&feature_group=N,7 mm wide Ultra Comfort (our most comfortable profile) 14K White Gold band.,14K Gold,White,1090,Unisex,Men's Wedding Rings,Wedding Band,12.161,1,2
ABALONESLEEVECC8HB,8 mm wide High Bevel Cobalt Chrome band featuring a Abalone sleeve.,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/CC/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N&sleeve=ABALONE,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/CC/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N&sleeve=ABALONE,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/CC/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N&sleeve=ABALONE,8 mm wide High Bevel Cobalt Chrome band featuring a Abalone sleeve.,Cobalt Chrome,Cobalt Chrome,282,Unisex,Men's Wedding Rings,"Wedding Band, Cobalt Chrome",,1,2
BMOPSLEEVED8FRTIGHTWEAVE,8 mm wide Flat Tightweave band featuring a Black Mother of Pearl sleeve.,https://assets.lashbrookdesigns.com/rings/profiles/FR/widths/8/ring_materials/D-TIGHTWEAVE/images/1?ring_finish=ACID&finish_type=F&size=10&feature_group=N&sleeve=BMOP,https://assets.lashbrookdesigns.com/rings/profiles/FR/widths/8/ring_materials/D-TIGHTWEAVE/images/2?ring_finish=ACID&finish_type=F&size=10&feature_group=N&sleeve=BMOP,https://assets.lashbrookdesigns.com/rings/profiles/FR/widths/8/ring_materials/D-TIGHTWEAVE/images/3?ring_finish=ACID&finish_type=F&size=10&feature_group=N&sleeve=BMOP,8 mm wide Flat Tightweave band featuring a Black Mother of Pearl sleeve.,Damascus,Damascus,422,Unisex,Men's Wedding Rings,"Wedding Band, Damascus",,1,2
Z7DSIDEBRAID/14KRETERNITYLABDIA.03BEAD,7 mm wide/Domed/Zirconium band with  two 1 mm Sidebraid inlays of 14K Rose Gold and featuring an Eternity arrangement of .03 carat Round Lab Grown Diamond stones in a Bead setting,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/Z/images/1?ring_finish=SATIN&finish_type=F&size=10&feature_group=G%2CD&groove_group=21-SIDEBRAID&grooves=21-SIDEBRAID_14KR_POLISH&gemstones=%2CETERNITY-N_ROUND_LABDIA_.03_BEAD,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/Z/images/2?ring_finish=SATIN&finish_type=F&size=10&feature_group=G%2CD&groove_group=21-SIDEBRAID&grooves=21-SIDEBRAID_14KR_POLISH&gemstones=%2CETERNITY-N_ROUND_LABDIA_.03_BEAD,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/Z/images/3?ring_finish=SATIN&finish_type=F&size=10&feature_group=G%2CD&groove_group=21-SIDEBRAID&grooves=21-SIDEBRAID_14KR_POLISH&gemstones=%2CETERNITY-N_ROUND_LABDIA_.03_BEAD,7 mm wide/Domed/Zirconium band with  two 1 mm Sidebraid inlays of 14K Rose Gold and featuring an Eternity arrangement of .03 carat Round Lab Grown Diamond stones in a Bead setting,Zirconium,Zirconium,868,Unisex,Men's Wedding Rings,"Wedding Band, Zirconium",,1,2
